"summonerName","summonerID","leaguePoints","wins","losses","total_matches","win_percentage"
"CellularACE","xQkDAfOJwoNTJ9mf9KWxUP01RzM6Zkkmpp9jDwmVBUi-DJo",1,355,326,681,52.13
"Pierre Gasly","T5RqUlHnRT2tdWrk189wDPnZ9eUZuANWjaAfSkPjYFPQIiLg",139,344,316,660,52.12
"DãnDãn","j4wdDg64IOf0C7N-UGIksF-x4sSfce4QYZiA7BHddtVuj-A",212,86,79,165,52.12
"ba dian bi qi","FQ9N-7MT3eJ8g6_3Xx6yFBW5R3kU-OjbYSlFqtl50aFHizFY0W0COzIGjg",275,135,124,259,52.12
"LF Fresh Acc Duo","oWp5He1-V1lq-kfnbDYT65Tlny0P_bDKpH7N5WGA8usB4i-4tCwm20qK9A",432,763,701,1464,52.12
"im pretty glonky","5_V0AMGwCNBs8GgGKoCLwFGVNN08Sj57PNTz0-Btmyffl2g",0,185,170,355,52.11
"Ambitieux","zy2e0TDrfjwXyXq04a6vTZr6UZm6AyiZkuFAY56SljtHDDg",351,198,182,380,52.11
"Your Acoustic","wy1A4_LuvHN2nC_ofa_LNvq8SmH0pdKbCsMIr20rE6-BmoY",432,148,136,284,52.11
"piaoGG","tt29BrGXSxomUve0SaqlpUgMPfBnpuWVZkdj-fNnYOSpUO_z",208,544,500,1044,52.11
"Anotherhope","uGrJn-9L49xbkt_WjQGqrqqk_F68FRx-iMHKeZ5XNtywnN8",356,370,340,710,52.11
"pick me up","SPVtafaXrK_sVT1gHS6yM6rnYfirAu-7g2ztvCs5Vhh19rI",59,99,91,190,52.11
"GhostKnows","PenwrCahQmpVTo5a9ToH5g0nniSZtygqDnaDPqUOSodTo7s",1,111,102,213,52.11
"Coldfíre","cdB9rGxcGpx_2bc-f6J0_ByDe9CFfRq4WiP8EuUmfgVFYAs",0,408,375,783,52.11
"Burning ICEY","WROoqV_9K8ONYgbFzZAN4WBCaPPXgZKXhWILLD0QGM6EwQk",17,210,193,403,52.11
"twtv Sepekuu","3gi_9bh8YtwUsJBvDqlQMkgTBmd0ihX3mFii7Vcg0Txl5XU",466,247,227,474,52.11
"Joyish","G6auoM5n52ljEST1I_bY4Sd0KmRuuNW79uTFrEt5ujH-PN4",57,149,137,286,52.10
"LGM wu","G9NrWfKUBx4UPZJlCBY2rGcVUP5PxCTHYc85MmOwI90xun4",155,149,137,286,52.10
"Ima BarBEARian","B8ld3GHLD-sEe8jyg6ATTke67i8MCha0nPPjlwRP_nMf9ZQ",206,471,433,904,52.10
"Graves Virgin","ayGXiYjJHBflO7oK28oqOf4LSH43bCvJrjPzqoE2sr_qQazZ",327,372,342,714,52.10
"tasukete kudasai","Dqr1GlMsuQN5R7UZ_XQZDKClZ4BvfG8-haFOdzkvmmqvaaEEoxBd-a-xWQ",320,174,160,334,52.10
"Panda Crossing","rOUT9c-rFgYC1Eb-HkCJy1_Pdm9PIH2OTxMqnpn4SueGVY2q",71,362,333,695,52.09
"billysoccor2009","NYsNBo9WOTGftAGQwFjOTP6EGe4NBejA1CLjl07LenYlVgX3AR9xTr4vFg",133,287,264,551,52.09
"Hide and Squeak","co2MEn7obOocoml3YIyBlqc4S9du13I8_gVaQxCgMtOk",0,448,412,860,52.09
"ThinkStraight","lLFzjlwpuIQF1D9kH1XfBVN5eR837ZR8vykS47avmennv94",287,187,172,359,52.09
"Nima","eIa6HLbawWyIkHykMU_QmMicg5VyXPrRYie6eswckDv_hz0",209,200,184,384,52.08
"PlsDodgefillJG","XkbBLtpNGtJbZMfv0dCQq7STfRfl-R8p7suRVcJLCnMOlw39",257,163,150,313,52.08
"PimpinAxes","Yx8Nw-WNVDVFhZRyurSn45J-3j0skcLWOlJAZFXVMsSsAN1NJviy14989g",16,363,334,697,52.08
"Xeno Snippy","mU-PyLQcfAsNFC2suwh72H68ycgTRBivpZLx_dsIIqiv8fg",0,100,92,192,52.08
"WINTRADE CHINA","o5bm6Lj4GsOKLr-WZyakIZ-JWr7pnKJVccOKHZW_sk8ssxSe",92,439,404,843,52.08
"LolGunSlinger","Vb5XeQTddae9QnjHiHzMZCfyJQ6xX3RKqELSs4HHfRs-oFk",181,150,138,288,52.08
"Itou Miku","N93llI5NYWMpzhbE13wqSh0nyVezc9tR2UelFdvmn8mFkyI",100,88,81,169,52.07
"Yinaisha","QbVs847mxV5fG7qlkGQEuC9t6uUf_72az0f5IlqixHF7FgHS",75,151,139,290,52.07
"chi la qua khu","TTq_QvRu806H-4Jwp6WB-Y66PrqbKrbVRsv1SE26Zzlo8PQ",111,126,116,242,52.07
"Unknown69","rqGKApFGr1qFgUl1wvGn1bqMm5qKdmSHguZU8GD4rnUJp2c",10,302,278,580,52.07
"9999999969","aG3jaNPzWD3lNtn8cKq5-92jJTn1yyvp-T-a6EmudhHbRjQT",98,605,557,1162,52.07
"Special Kay","YsfGcHSFIChMQ6eGVZSEpBXR41OWqxosr2u4VtnlVUCpCpQ",437,277,255,532,52.07
"NuzziG","IhYNP3QaM59nk0Y4FgaKo2Z6FTXsPrajb299i5kiufZcUF0",243,113,104,217,52.07
"WX Rika19981209","e5qNwabHtIleI-1rHAlsx0g8AaStYxjCPdVFLGzGdms4A08J",326,252,232,484,52.07
"Kioka","i02YEtrcgSAYdoZLVDkardhrBRsIGQfWW5rfFIQ3s8-9gwI",165,101,93,194,52.06
"Łave","146J48WR28wrzptNeNN_rSEy3DSi3C_guG1tIy221MDcb1I",69,139,128,267,52.06
"redstratos","V9G3ySmH72qOTdnV8ju-PmkA2_BTBEyU70Xst1HTjM3J0Xs",317,354,326,680,52.06
"Porchlen","fxUbr9MF0pcxRbnRDF-9N5lV_e1xALfXgJcOWOfWjZE7AfI",43,518,477,995,52.06
"2qx2x2w","3CHNY9_FVzyTpdHYqNvZdo4n_x2s7Edi78XbjWtbXTgrKjs",386,278,256,534,52.06
"LiIaS","c3LbQaQYMp-bafHfklC0ffumAqyYcdMHpXoAnEzZb69W4hY",472,341,314,655,52.06
"huhi","l8EJy8i68kDChpVu324lMi2w49-D4Sxdcf_he3jeazJcWu8",465,216,199,415,52.05
"JsMethod","2FKJCFil81L4rqFPBF7uznLe-qHy-cNxcF_hn-fP5YvvqUY",106,305,281,586,52.05
"Deker","udf_WkDGf8dM2eodrL_7seLkgK-1pp16EFKXDxHV8Taf6CA",76,370,341,711,52.04
"IntSoHardMFSWFM","lT6ZQrgNhDSOGU3Oaws-TzsYHE8oaR7OVi9HGhCtOKeUk1c",0,140,129,269,52.04
"610","ENHVNoJwGowv_Y2YYsiB1j8thRgMqayijzBs337WVHhpKPs2",0,894,824,1718,52.04
"ShepGG","aytnVLMloRISFXiKPBWYPdnBHe9zOEN7Q2WvZmspLxDX9sU",225,319,294,613,52.04
"quę","u3Q-VH6ISc93R5TIEq_4SPr-_qzdXHE-1uhjsH-C13jgPNY",217,153,141,294,52.04
"2sky","gKAGsGDcXUsYlSWDzcw2UPn758OM3JVAakZZjfxyy1-T3b8",439,242,223,465,52.04
"Etheryan","YVy3H-Yj23YvgmFtl7OiqMWt1siAfWiCcx8rbuWMGEUPf_k",244,140,129,269,52.04
"Ashraf","Gj0-F6nHbDlU2YRhpc3YYmsBWWr93sJH1AjW9iPe32zZV2ER",19,396,365,761,52.04
"Wispete","cY_gE1yd62B0ooUsau0ImzE9G5R_Gtw3ud6dykbAdSGdPAg",452,115,106,221,52.04
"ImFMJ","V6NgdfzaMJDJlW8BmGzo-JP8RGw_0qXfUt7-xyTaj-f0x6c",0,179,165,344,52.03
"twtv wtsky","zcm3pNdiJwaVgr6BoyWnG8YsGIL7Nfn5ESzkJgDR5yAdSnibhLmi4kEUvw",162,243,224,467,52.03
"Meszi","nYUlXx2o1xXGKlNH53ynB3I-fcKS_qsSwInoJ0aN0NFzW84",160,141,130,271,52.03
"VÿOppa Fanboy","lcm82Qh7jtFgzhCKhhweZmd24zwyDwBNtTBKZGZUSbRTJyvrR7VfufPGIg",249,423,390,813,52.03
"Astolfunu","QoX1VsFPho47PH8BFDulZoK9mwLGtjM-qFs8vt9ahi0-PaE-XleTrsxymQ",203,231,213,444,52.03
"cinnabunu","nmEIiISCeAdoNyZ-pY4fa8SrleZlDNB_9_fH9ujTk-fno2_Ddi2tPhEJzg",1,283,261,544,52.02
"BestKaaayn","lwIfNwo6RA4V3E8TLUO31mSUBuSZVyUUy79VNdg-_mWnCDKJWBfmrtzqZA",0,348,321,669,52.02
"Raúl","LRMuvO8cXsSp7O0HhycXALJ71B00tUJebL9y_gOMZ2upR5w-",15,103,95,198,52.02
"Omnix","ex3fZcALoswo44EMierNlvddcXPmg8ssjxVg9FQEXfv-yyk",204,347,320,667,52.02
"Salvátion","gIEj--hOHqKqialNruWh4Y_tlpYA25Mi5IOqEpzDHNCwpLOoZ4HvqyicCg",118,389,359,748,52.01
"Webstar","AZ-wXTLM282eDxkEInDhdIKyb6YsWUwcN0sPq_Gp9iKvr8k",54,298,275,573,52.01
"Platypus3","UiB0uce7ik_04VH79m21yFo1klNIKTLw8fSBywldWFsOW5E",333,297,274,571,52.01
"TheEliteJohn","3ZQRicnAiLBruERZE84k9LDeIZAhi4hNXR0wJfh9gE2hJb8",406,479,442,921,52.01
"SunShïne","SCJnQ6qsxgz5WPAIbdJnbj87Zcqy7asT67UVQP2agfewuYJtsdJL39JhYg",237,156,144,300,52.00
"duì bù qi","BF70UQK-JiX8QLJq7n4xPJv-WDW_0hT8MW4tGnj8CH7vN_Q",204,182,168,350,52.00
"Sigma Top","p6uzWaanUoPVYNZm77ltRbCOCbUnEP9pzKz0FuWcFbCt8gI",232,432,399,831,51.99
"RaydelI","w68oMWaxNNH-wHi2DvpqvBelvoUrf7lc4_AjKApBT9R0U-d3",307,352,325,677,51.99
"Teacuppers","9ItQVoZXcEoU1507Ib50oUoPUaXmSbom8S9U4suEXwsWlHw",402,171,158,329,51.98
"DropKickRecords","11aFVPbpjUl3ftU9WBVuL5nfbdMxXwemIduxQcDc2Z5uot8",111,171,158,329,51.98
"My Kûrõmi","gxOd6DWUnJfcU6FzpNWHj7RVp71KuwoYt73G7XKqs2DqXlg",64,118,109,227,51.98
"Folder","As1rOEaCWWOLhyom0N4Lo-GgtW9PMijoe4m0DRsIbo7ryYY",220,406,375,781,51.98
"Bounty","opGIZE6RO1X-DV3Rxh8KSmlqmeRk1cPoQVjr1q0o0qasWFU",309,184,170,354,51.98
"Faltering","g93gaRRBriR228n5DY1TkCOpSqqSJgwZ6DILztlrwLRSi7c",1,92,85,177,51.98
"LingFeng228","9_A9iQZxYbZ_mgcILmoKXlSzWOKIMf7TWNNheg9KZ7Col-Q",24,251,232,483,51.97
"CR Xerath","7TcT-1UNItkwrvCk6LNIECNI7B2HjeX-nDUSL2GLJok0WjI",68,251,232,483,51.97
"Mealź","kCm1GTW7TBna-X0TJDM3QP_6mZCMTygMt-4PYZRreNUBNTc",59,436,403,839,51.97
"icryevrytiem","q_YKbSv0OWx3w3ujq5UCX_4KueEbrOpbBYF7134XaswJJlbtipwKPxdi3Q",107,224,207,431,51.97
"PsychoKinetic","pjehJ0S4TGlXbcWkSPl5I1dAVj6gU_VcWSEPX3Mkp5ERhNk",1,490,453,943,51.96
"autofilled pref","xfz1jMISXp_DmTxhUCuxrwCfKI7uweXxXELW9RlnHckODVno",403,279,258,537,51.96
"Biostir","FPxpFCMM6ehnS3x4YH6Aj7DliXYj3f2omFFXG15WZApyMGqYVo6s5SbCcw",0,146,135,281,51.96
"Enriched","ZTj2zI3tDUfd1rIO8uPwxrLw8Jccv9KfEXcSUhhjdQaEW_k",66,279,258,537,51.96
"first","ezwTyU6ay3wWFfYJlEslywCKtSAwSHAyqnJHr7tDuKKS2p1S",40,146,135,281,51.96
"jkjkjkjkk","eyU0Rear4P8n6kwQbw_ZJSfPWyyhZCCDY9G1VtpEb_ZaX0YH",165,371,343,714,51.96
"Mr Ch41r","OegNf-egv2cI2wjTuSC9ZX1aij0lz5S8wLQVFDbFt1lw7RGQ",0,160,148,308,51.95
"tune out","ERctb6ITzPLATZOISGhXW3rpHZtOxbifME_pHabNL_arj6FWWvV0LSnsEQ",178,359,332,691,51.95
"Klee","oaVILI5yR0QN0AkhojtPpYXa7G5ODqxM2auGJ-1pfCAJQpo",414,173,160,333,51.95
"CuJoMac","pSwd1RQ0cnbudwMY4KYp4WhEBUvPelp5SPAm0QMJocRAQrw",51,120,111,231,51.95
"Höst","75Ao7VxWY_Rjn7P4zWJfQ-fa_4GqLOKOY1f5JCMkj04sLys",52,267,247,514,51.95
"pykespongebob","JAZ0j7ZmNWHQmj9s64VsgJpef6jQxJfJYJvGSppo7MkaK4I",351,374,346,720,51.94
"KatanaInTheHat","C92ladIlIkaMWd3pjpu1RzVdCmgtgbHvxMDiXeCO0wx7fEg",14,872,807,1679,51.94
"Vengenesis","eLu5mak7ZlHsajbrROXhJJ4O1fx5QziQztSO8xFmfCR0dTgb",472,589,545,1134,51.94
"Rexalis","wBhhH4c2ZG-mxJBs6MPxHSvXsh3D4jzCy4k8GIrXC93n5v0",201,134,124,258,51.94
"Hayley Kiyoko","opC0eSHMQRbaCejTeHz08d6pJEG6vI0AQFgDEfCsyjA2lCo",97,147,136,283,51.94
"Draqqy","gm9UUHBKHZJLeS9uZT4kfghH5DjpYYW8V5XLQvQooEaAuX4",193,374,346,720,51.94
"shen xiaoting","Fwm6jEXss_kwoqCYkwYxtr26NyeWHqjS8ACmfi5L2S_HwG8",40,147,136,283,51.94
"Shauna V","r0mgLNwGf7DGJCXXiz6-uVmlBgS3b0E2HK6eWM5xSgwR1OE",30,174,161,335,51.94
"Fidd 1","5eMGX4X_sqm4TO11j155v7aK34kdIpqaFuvnMWDb51ZKj-o",281,174,161,335,51.94
"CookiesforSanta","W4Fsqmm8O3WC2Ln-ekA50RXVeNx-zyAYyrZXkbbqlEYmtMw",395,174,161,335,51.94
"iQ Aashkaash","Ban-LxTWah8N-BxgrY0pf1KSSKmo-Hqm5IOw5oxjthdyWAs",222,174,161,335,51.94
"MrSao","ldgA2L04pE6hTMMMGljM5ZTVKjFeHd2oPamSWc-GcRagX34",208,418,387,805,51.93
"Fullgod","ToBDMwhqq3CgIxDK6amTIMsMEih4fKUreqIITA1GUAbAjEo",0,337,312,649,51.93
"Brion P3Peak88LP","qnXNAGPc84TDy-hW5QNLMX6C55ytlJce2t3V9jkaEUrMbMrE",0,296,274,570,51.93
"Codeine1","RtuSL_jDCsl6t79oo8pYdx0UnpXWWrJQ2Lc1I09LA96iZfsT03m9e7Rc_g",281,121,112,233,51.93
"e girl beater 69","0k0Q_eptphthaLPHVNqQQ2RAcXmbn8kgByg8_zPVe12knOo",223,404,374,778,51.93
"Dobbymon","w1Yu_CWWncAcTusy4QEkH7KqaK1mpOr0tr2fhi4wcWScUbQ",317,350,324,674,51.93
"TVimprovingisfun","oxFTExtVDRHFaBXI7uHJrpc-29T-Qy4IRlg1-SMh_G1nT_MJHa6XQBXerg",392,405,375,780,51.92
"yukito6","P8X4tUJIfuGYGBHJiGlLxMu4DlXbuJfBwfBEQ3bPrzYfAQ4",222,459,425,884,51.92
"MAB5","l-1i3kiCgs8E3fHoC2bgIfDVQ0lhl7Ctt3YJtiAJO19ZHUM60hiGJvpzQA",50,352,326,678,51.92
"Horder","gl42j7lGYc8RMjvzLikpFkCCMArj5T05QrUoKaM_ZLq2spoez2lJTlorJQ",210,216,200,416,51.92
"yuumy top","i25N0VDLmwxi5h3inF4SxSp-YMy0a32iJtrgMWj2H4W_q3eSiybsixXmOw",138,108,100,208,51.92
"yifenglibiexin","TL-S3mpp7j0mBc2_hXSqF6wmOHPtZ9tr50QEHlrfNllW2Fc",7,27,25,52,51.92
"ImbaDreaMeR","E-ivo1L572_nR9q45mviPHOK0FZFsBPIWnOnNE8PslBEpFY",85,149,138,287,51.92
"l Kyu l","PMzFuqec0mjm1EIQfoynNL_bqX1wVDoXXp7YPnngozkT7oo",152,405,375,780,51.92
"Charles Huang","Psl_7DWsKytAFS12_AstZ7cU6cStxZ98hcmTNg3ZIerEj4E",350,203,188,391,51.92
"b0njWa","DVNlTtFDDLMPqbf_3h6Od9NxEVJToJphJtcAXwaRUBnnfeY",271,203,188,391,51.92
"PººP","nLUSlNOHjLHdu-wKyNRW4D5KZHFfbAmujc4FfwqUlMF_ZdQ",204,351,325,676,51.92
"xbbz","FRIALXfJvziMWQbY9HxGv0vuPiCpRCoDgkHkNQzAGjzRIuE",150,177,164,341,51.91
"Javii","neqLLrosBIBfbpjbCldns4lljMIyyj48ls7C1JnjLgGOc6g",250,122,113,235,51.91
"Bruza","v8ot7Cwsqrndg--xMyGER3itJFNVzBR0b2Q_x9z9DaxJ-SOv",97,136,126,262,51.91
"0ne Last Kiss","K0NEN91B9dI8ptmoIEprkhZd6l5vIkTTG9O58Cbm5zjNAHY",16,204,189,393,51.91
"wyxzdwsma","q15NTWnaFj2cejb5alyazeeBjV3OZhg8Qbel8sCimQ8k2DI",1,449,416,865,51.91
"at the bus stop","oqIqIEzA5qZLbCFqoV3oeAjxlzo9G02PzJYEELInlq0HEGnX",27,109,101,210,51.90
"Divinity7857","gBEmUGIurSX_B-i-bGiWMHrfNBpf9i4ODVAob5010-ymOn4",0,341,316,657,51.90
"Geju fanboy","NeRNqyTePUMT7U4TAtOUjEa3pUksjYCkwlshlUdnVIz5RUU",308,109,101,210,51.90
"Mínju","ibc438zij8l6mPv_nH3zl_LNdkVQmxVqATmk0HX7S92mG4Q",434,287,266,553,51.90
"ŒNDs","2N9lBIG-zPHZ5wCXSfrx-xVPZ4UISQNHGVcBZy-G2aflVC8",296,356,330,686,51.90
"FLASH 4 CRABBER","c6Bv3T8eSf65k2-R09590AJCCYAFR5MoAmWDf7r47kSs-38",254,260,241,501,51.90
"Cecile Noir","EGdIZ7cg4VW6qBQHNkpaaFaTaa8kbMNY_isDcOnoJdvhj_U",18,219,203,422,51.90
"Laneless","a-Tr6A51iifISZyArljPvQr0aPIFyQgAHH8Xm6fxmFomnNY",18,232,215,447,51.90
"his backpack","H-DYHE1rclLtubLv3M87wRalR09ZOLmPSPAy6KyKv9S74NuHIWnPxYlFZg",1,233,216,449,51.89
"SUPKING","pFV51woOzIZrplGZBm4A9pX8j3jGTCRBOzTWtEpj6tXbtWFK",78,110,102,212,51.89
"Kills on me plz","PAJDAvoFgUusziwFXQc9iwhQS4Gw3-nOeWZqSLv-3cnvCn4M1Cf-PQ0ppg",438,370,343,713,51.89
"Guybug","XIyabhPig9Di-9ddZyzHF8-tJ-4EsjeHq_qMs8VJBjP_xbY",0,233,216,449,51.89
"Bad A Lil Bit","lKAapYbV8lmAhhi2oYOQAvg0agpgZuWFIUCgaMbdWatF5rHe",42,234,217,451,51.88
"Gold Inferno","tu6D2k4pMP_2uJIG8NJ_CuoSuXxWyZCZ2osL_dNa_obZISY",283,138,128,266,51.88
"Dirty insects","9_vMoNVrjKfchP9lAVhb8FQzL6jV_HbMAcinh7zMIvxfggFH",300,427,396,823,51.88
"1orange","HKf22ovJwsI6sz38CyW4NIQmyjPL7V9JDTLmNz9HMK6Nj18",213,124,115,239,51.88
"Kurian","lz8218uk_XRUVxFA6XemwburV0vNbAYczoLL3tWHatrupgM",112,456,423,879,51.88
"haiseno","nbROFGLLJD3IFMtb0HDrSng6Qq1dT387b0HuudvYTaBWo23lkEQvZCbZCA",110,525,487,1012,51.88
"Shafinator","KhYTdEhPNoEJvFM1aUqD22a13HbjTBH1CUwBAYdGB8eySyw",193,221,205,426,51.88
"For Lalisa","5uYDx48zSJYveEv86GVC2jUzctJH8gWgeZEfErbH9YYZrbw",435,166,154,320,51.88
"Hatsune Miku 05","rZuVrxxEhkXp8jeQVuaqXDLH8SeHr9fX5oq6-25W-4c73X21-qTzWoi8Vw",17,512,475,987,51.87
"lil milk pig","XKPWdforuseI344zHx2L5_gtisl-EFgKU9SHIPDpE9LVTN0q",1,265,246,511,51.86
"KingSamson98","NdO4RiKbBYNW8IDappaCWrgA8fWeHsfQTWZQgykiy85yt-O1y_V3JnL6ww",54,724,672,1396,51.86
"vx15005797715","yHeWlxfroQcK_VSUiRc3jvz-mIuzLq11BJ6PGE4EvwsHgQa5lVasha0xcg",302,265,246,511,51.86
"xue tianshi","bCgO4K8Oht6umuGOnsKWDsfDlMeuFhdq7uMYMbPYknjlU_pG",112,320,297,617,51.86
"Rare lndividual","rBjVBRGERuUVYxoaUP5dNnrwoMDglTdQs527t8Uhef3AN2I",60,334,310,644,51.86
"BlueBasket","rT9Wx6A4Vi2XhH8ZfXtBB_lAmtaNzlhiYqOxO1JXY7ZKBY8",92,459,426,885,51.86
"S 15 6 13","fk5D0QgoDULXVK3nNVYfoJizUEQxw7V1C4gOAQo02_NHPEs",0,153,142,295,51.86
"ikkkk","MhMG5VxKOXpHlL-fyURjuLT89kfWmHtcfl4lJS_pww6j6JQ",40,265,246,511,51.86
"Taiyakie","vNTflZXUNfHf1CrpBgEAezj8B_rCNaJsK2x_KAY15fbGF90",0,251,233,484,51.86
"Ionian Tempest","Qws7feSmtkn1rd9AMYZ2qBx1XCRGEaK4a_phEaknqNJK_3MQ",273,238,221,459,51.85
"RaGooNa","zKMLXx4lZksiXhznQmd18hATQbDVCIpCcfcCDjoxvpan2fo",203,953,885,1838,51.85
"lñl","MFQMK7dWBe45Pu5XrMgyRHK4uN75uyBFnqMXrO7Z6HA2da9D",0,126,117,243,51.85
"Pupperz","TpfrRavo4_N5oRARp2CuCEF-JzYUMFIl73QNCjiCj9x11X4",116,337,313,650,51.85
"Mute N Winprade","Bkn0vbZoF7G5i4noHnefU5KCUhwUSok8JIFlg7yK5O64jGM",1,224,208,432,51.85
"Transfusion","ffapcNb4e6dizz9AlyfSswLfwqQ2wWI-UiBKV1yIHGUbUyiZ",306,309,287,596,51.85
"Suavey","kmRiNKpXYF_4jQ00bTK5rh8dfrCJyvNNuGcv8sknXMSaNs8",166,590,548,1138,51.85
"Fóxx","Ii0Ja0L04FvaMClVECq5Hhitv5Wa2NdiWQNyoOuToW7RfUU",405,295,274,569,51.85
"Dog18763","vBTkKdLy7r_ZgxlSJElTID4F9LTWqVBtCai2xL_W75ON9kQ",64,506,470,976,51.84
"JUG GOD1","0MRj5Ooz5LsZAIaJ8A1fP1FgZPouEF9w7FmNeMqMJ-1buhx8k2o7akQTHQ",223,240,223,463,51.84
"borosx","8FuuNdbH761R-XtJCN1R6vmF2sywCkTaFwzEaoKonVkfmcwcCNGrJ-LggA",434,253,235,488,51.84
"FalconPICK2","jvMV7yizHiNHPdApTjfLbMvj1CjafVcdRQUpmAVvR9b7u18",253,844,784,1628,51.84
"Exultion","8GmgWOvj1UAguYYXApOTgpgVFCiY2ZdHsrliyCawG8bczbE",29,324,301,625,51.84
"55 Open On Bush","PtAX4He4-xw59m44SY7qL9LPOzHSWi6K0HpCUjU9vbP8jIE",1,225,209,434,51.84
"Ima Nut n you","vBYyNMzxUwDyC2-79XqJWenRqg69MVzTc1TAVZgpL--1hrx8",22,169,157,326,51.84
"Hit n Run BIitz","ZNn-TAEsVZ47mET_sOVXBfbtnfg6KxTAc9_1on-U3asIExE",136,156,145,301,51.83
"Encrovian","_CGN4moz5Qw73H2TPtG788m_odxjsJxa7b1cyK6LFucFduk",1,269,250,519,51.83
"The Battle Beast","HUPfP8jb4cNQ8sRmK7vU36XuG5KJwgKua1AILgCeNTuW3yJNFxyIpDjnKQ",207,156,145,301,51.83
"Atti","92uOd7OulSxPAo6dSm535GOzOsqRzuKpC2vxdoRRF06cKvgh",32,439,408,847,51.83
"Sushì xD","ctD7qkQay-NMJLNalG5ma6-mPwJ6UO7l9sW7J3QPYY0mMVM",318,198,184,382,51.83
"Orsaky","86Sf1DzJdeO3BttevApw-BsoM6o54OUBYtr4lxvbb9Jev9gl",93,269,250,519,51.83
"Dræm","1PAJSIep6oNhzuS3dM06awJySktv-eB2tJNh6D2CRTUSWzY",0,227,211,438,51.83
"Ojitos lindos","Cw2ithzNiG0jUeM3oA48cGXWZEhlcICoElWd5MICgZvVuz-FCS8m3u9hNw",87,470,437,907,51.82
"Rope Enjoyer","SzU4SbsxhzjrJwU8vqCKdc45CgPA_e7Z1r_Ki721DUDMuPknU0JmokAVoQ",40,770,716,1486,51.82
"wartrim","ut8BZImpziMboWLd8XZv4Nk4gZmW_sMxlXmC4Sf44gBGJyw",317,342,318,660,51.82
"Jared Fogle Mode","nz_6isnRGY1nYymGJxT36OOXhU27wGLMV66bkfBk6PQMX7ENxsjA32iFCg",373,485,451,936,51.82
"Flornce","YbElXT08OrlpnqVyts-PydlhYcsN4zrajHVFvCCr3_2cOoU",193,171,159,330,51.82
"u n","dMfAurwc8z_CSkeLtO-gY06-MPQWk_yScqs9YYMtUdLxTz6-",317,640,595,1235,51.82
"Fortra","bn37vvjhVZx2PDQl7aA1NIkFGHQU085u2X9XbnQ5kbe3TQk",227,341,317,658,51.82
"31mils","yXYCScWiPkBjZzCpO5SmsToqGPh9r2aJYCbhCKJ9JLXKYAhp",0,86,80,166,51.81
"Lazzaro","wx9Nr-O4HTlY0VQRKQlIdCcFuhv_aCFR4ufTq306RlbD3a4",19,86,80,166,51.81
"Aleakath","oESWMOOE4k95WBLAyyGaEloqugUs_JOJ5uKQaZhAaE9FLes",386,215,200,415,51.81
"Adrian Riven","0Xb9uNKDUFfva-ElSkwHcrux6fxXppE-NsWs-oX16Hy2o4M",359,257,239,496,51.81
"Lycorist","ulL8JrjB3WUV1L58WyyekSGIE4SMJoktY9OtjA_7U2NoNbw",388,200,186,386,51.81
"Shoubee","-M0ai8OcZvs75qiMJ02idpm-u7SdUDs3Tt4sU9L-3FvD0zlCQbBjdqGuKg",39,315,293,608,51.81
"VirusFx","E8SDAgyYn2DvG7PqBEDO92ha9WutOGtbtBkzoUcNN2EaRYQ",73,215,200,415,51.81
"Luó Lì","tQwDnYgunE6_PUifhsqKfwlrljdtFCGeQ8FOy9sP9G3kaFw",1,72,67,139,51.80
"TheTortoiseSonic","g7pzzEy6mwW8x5DsVZsfn01-QwOId2M5VeiR0RGWDcM7uWQ",19,461,429,890,51.80
"Ńova","6NDT304A2cp2S4mU9UsP5_1bwHX5M1ilDb5Pj-hnS3plwd0",0,230,214,444,51.80
"GetOnMommysLeash","F7d-FsKPt8UfMCrsHTrpqz9Kb2TPm2-mzL6jDUx6AWdKUwQ",97,201,187,388,51.80
"yung van","r_cPH_CH64KAT2oOTFdonReIO53MfiWmH3IcaqIvcFOnvJQ",103,304,283,587,51.79
"Ðerive","uyZ8FiHvUqYeT9TwgIoXkxtC-yQtOyv6cYXpWeR63bsRRGo",256,130,121,251,51.79
"Aito","WJ5WLipQg3hYbP0euNvWutIUssI0ghSMxXDCZ9yR0vTloWc",407,607,565,1172,51.79
"Grope","5f3w_W_vBPTwpLasRDW8VBiD1j-YcsWZuRiMmH76TZJqfOGF",362,189,176,365,51.78
"CE Yousef","ZnQKCCMrJmchY_w1X22JzGttpZOVCy-R-BsjgFndj_JjO6Jr1fqVXHG9yg",327,537,500,1037,51.78
"kimo","OPAIcLCPgWe5tHd2FLuUd-6i1USvqFW4nxeowAXY2Lje_oI",100,131,122,253,51.78
"Xeltho","mX7KF8rcD6CnKCJ8zv6Y4oZpB2W75kOn5wCDpiSIv2z44q0",0,349,325,674,51.78
"Koskinen","Rbz0E9CtcGkBQOu0OkoO1epSTNZ8UNXugkWVvnXRa8jrMvg",353,190,177,367,51.77
"Cycc","8Gr4QsP3bYjc3M_DCTPdy-hmQFmx8E4krbu3gDTPfCWuHCc",0,146,136,282,51.77
"GFÞ","fZq0kmOOaVTOdR1-D2zWXakYfnfcX6cV84gl_T-EwV6VGII",368,263,245,508,51.77
"The Peng","vXoFu7GIYZ7kd9V_lHInvVqbYrNia-NK2TQ_2tavP45c6vo",147,307,286,593,51.77
